,main_body_mid,main_body_uid,发布时间,处理内容,评论地点,mid,回复数量,点赞数量,原生内容,uid,用户昵称,用户主页,用户描述,用户地理位置,用户性别,用户粉丝数量,用户关注数量,用户全部微博,用户累计评论,用户累计转发,用户累计获赞,用户转评赞,用户认证信息
0,4905743137901373,7397298810,23年06月25日 13:17,想多了解一下闽台合作的信息,来自贵州,4916507802865123,1,0,想多了解一下闽台合作的信息,6039194315,牙签签签签啊,https://weibo.com/u/6039194315,熬过万丈孤独 藏下星辰大海,贵州,f,5,149,4,0,0,2,2,
1,4905743137901373,7397298810,23年05月26日 20:22,"好久不见，我和小伙伴们都在高考的超话社区等你，快点来看看吧，回家指路&gt;&gt;<a target=""_blank"" href=""https://weibo.com/p/100808689d4e106745fd7f4ea5b204e4d96857""><img class=""icon-link"" title=""#高考[超话]#"" src=""https://h5.sinaimg.cn/upload/100/959/2020/05/09/timeline_card_small_super_default.png""/>高考超话</a>",,4905743138690994,0,0,好久不见，我和小伙伴们都在高考的超话社区等你，快点来看看吧，回家指路>>#高考[超话]#,5878659096,超话社区,https://weibo.com/u/5878659096,,北京,m,237743428,1720,27049,"2,912,007","5,990,621","57,353,772","66,256,400",超话社区官方微博
