,comments_level_1_mid,main_body_uid,发布时间,处理内容,评论地点,mid,点赞数量,原生内容,uid,用户昵称,用户主页,用户描述,用户地理位置,用户性别,用户粉丝数量,用户关注数量,用户全部微博,用户累计评论,用户累计转发,用户累计获赞,用户转评赞
0,5038297160354309,5971773887,24年05月26日 15:58,可以,来自福建,5038310546999153,0,可以,5971773887,奶黄贝果_,https://weibo.com/u/5971773887,未来的模样,福建 泉州,f,186,340,210,200,1,317,518
1,5038297160354309,5971773887,24年05月26日 15:59,"回复<a href=/n/奶黄贝果_ usercard=""name=@奶黄贝果_"">@奶黄贝果_</a>:私你啦",来自江西,5038310856069599,0,回复@奶黄贝果_:私你啦,6333616152,抹茶麻薯团子a,https://weibo.com/u/6333616152,,山东,f,147,86,1,0,0,4,4
