,main_body_mid,main_body_uid,发布时间,处理内容,mid,回复数量,点赞数量,原生内容,uid,用户昵称,用户主页,用户认证信息,用户描述,用户地理位置,用户性别,用户粉丝数量,用户关注数量,用户全部微博,用户累计评论,用户累计转发,用户累计获赞,用户转评赞
0,4740030503059931,7356232557,22年02月23日 13:40,"你好，你感兴趣的“福州大学考研”已开通了超话社区～ 超话社区是微博旗下兴趣互动社区，快来与志同道合的小伙伴们一起交流互动吧！ 戳我进入&gt;&gt; <a target=""_blank"" href=""https://weibo.com/p/100808f88096b160bbfdbc1f3865cd93ebdb33""><img class=""icon-link"" title=""#福州大学考研[超话]#"" src=""https://h5.sinaimg.cn/upload/100/959/2020/05/09/timeline_card_small_super_default.png""/>福州大学考研超话</a>",4740030504110746,0,0,你好，你感兴趣的“福州大学考研”已开通了超话社区～ 超话社区是微博旗下兴趣互动社区，快来与志同道合的小伙伴们一起交流互动吧！ 戳我进入>> #福州大学考研[超话]#,5878659096,超话社区,https://weibo.com/u/5878659096,超话社区官方微博,,北京,m,237742259,1720,27051,"2,912,301","5,990,786","57,364,835","66,267,922"
1,4740030503059931,7356232557,22年04月07日 14:07,蹲考福大会计学的伙伴们，可以加下咱福大会计学Q交流群：602506864，大家一起组个队，群内大佬比较多嘻嘻~,4755620052078259,0,0,蹲考福大会计学的伙伴们，可以加下咱福大会计学Q交流群：602506864，大家一起组个队，群内大佬比较多嘻嘻~,7605410122,考研陪跑者,https://weibo.com/u/7605410122,,,贵州 六盘水,f,12,154,18,1,0,0,1
